,Name,Year,School,Pos,PTS,TRB,AST,STL,BLK,TOV,NBAPTS,NBATRB,NBAAST,NBASTL,NBABLK,NBATOV
642,Caris LeVert,2017.0,Michigan,SF,16.5,5.3,4.9,1.0,0.2,1.7,8.2,3.3,1.9,0.9,0.1,1.0
643,Malachi Richardson,2017.0,Syracuse,SG,13.4,4.3,2.1,1.1,0.3,2.1,3.6,1.0,0.5,0.2,0.0,0.4
644,Brice Johnson,2017.0,UNC,PF,18.2,10.4,1.5,1.1,1.5,1.8,1.3,1.0,0.3,0.7,0.3,0.3
645,Pascal Siakam,2017.0,New Mexico State,PF,20.3,11.6,1.7,1.0,2.2,2.0,4.2,3.4,0.3,0.5,0.8,0.6
646,Dejounte Murray,2017.0,Washington,PG,16.1,6.0,4.4,1.8,0.3,3.2,3.4,1.1,1.3,0.2,0.2,1.0
647,Damian Jones,2017.0,Vanderbilt,C,13.9,6.9,1.2,0.2,1.6,2.0,1.9,2.3,0.0,0.1,0.4,0.6
648,Deyonta Davis,2017.0,Michigan State,C,7.5,5.5,0.7,0.3,1.8,0.9,1.6,1.7,0.1,0.1,0.5,0.2
649,Cheick Diallo,2017.0,Kansas,PF,3.0,2.5,0.0,0.3,0.9,0.6,5.1,4.3,0.2,0.2,0.4,0.4
650,Tyler Ulis,2017.0,Kentucky,PG,17.3,3.0,7.0,1.5,0.1,2.0,7.3,1.6,3.7,0.8,0.1,1.3
651,Malcolm Brogdon,2017.0,Virginia,SG,18.2,4.1,3.1,0.9,0.2,1.4,10.2,2.8,4.2,1.1,0.2,1.5
652,Chinanu Onuaku,2017.0,Louisville,C,9.9,8.5,1.6,0.8,2.0,2.1,2.8,2.0,0.6,0.6,0.2,0.8
653,Patrick McCaw,2017.0,UNLV,SG,14.7,5.1,3.9,2.5,0.4,2.1,4.0,1.4,1.1,0.5,0.2,0.5
654,Diamond Stone,2017.0,Maryland,C,12.5,5.4,0.4,0.5,1.6,1.5,1.4,0.9,0.0,0.0,0.1,0.3
655,Isaiah Whitehead,2017.0,Seton Hall,PG,18.2,3.6,5.1,1.2,1.4,3.5,7.4,2.5,2.6,0.6,0.5,1.9
656,Jake Layman,2017.0,Maryland,SF,11.6,5.3,1.1,1.1,1.0,1.7,2.2,0.7,0.3,0.3,0.1,0.3
657,Michael Gbinije,2017.0,Syracuse,SG,17.5,4.1,4.3,1.9,0.4,2.8,0.4,0.3,0.2,0.0,0.0,0.0
658,Georges Niang,2017.0,Iowa State,PF,20.5,6.2,3.3,0.9,0.6,2.6,0.9,0.7,0.2,0.1,0.0,0.2
659,Ben Bentil,2017.0,Providence,PF,21.1,7.7,1.1,0.9,1.0,1.9,0.0,0.7,0.0,0.0,0.0,0.3
660,Joel Bolomboy,2017.0,Weber State,PF,17.1,12.6,1.1,0.7,1.2,2.4,1.8,1.4,0.2,0.1,0.2,0.2
661,Marcus Paige,2018.0,UNC,PG,13.4,2.5,3.7,1.1,0.4,1.2,2.4,0.8,0.6,0.0,0.0,0.0
662,Daniel Hamilton,2018.0,UConn,SG,12.5,8.9,4.7,1.1,0.4,2.4,2.0,0.8,1.3,0.2,0.0,0.3
663,Abdel Nader,2018.0,Iowa State,SF,12.9,5.0,1.5,1.1,0.7,2.3,3.0,1.5,0.5,0.3,0.2,0.7
665,Tyrone Wallace,2018.0,California,PG,15.3,5.3,4.4,1.0,0.4,2.6,9.7,3.5,2.4,0.9,0.4,1.5
666,Markelle Fultz,2018.0,Washington,SG,23.2,5.7,5.9,1.6,1.2,3.2,7.1,3.1,3.8,0.9,0.3,1.2
667,Lonzo Ball,2018.0,UCLA,PG,14.6,6.0,7.6,1.8,0.8,2.5,10.2,6.9,7.2,1.7,0.8,2.6
668,Jayson Tatum,2018.0,Duke,SF,16.8,7.3,2.1,1.3,1.1,2.6,13.9,5.0,1.6,1.0,0.7,1.4
669,Jonathan Isaac,2018.0,Florida State,PF,12.0,7.8,1.2,1.2,1.5,1.5,5.4,3.7,0.7,1.2,1.1,1.0
670,Lauri Markkanen,2018.0,Arizona,PF,15.6,7.2,0.9,0.4,0.5,1.1,15.2,7.5,1.2,0.6,0.6,1.2
671,Zach Collins,2018.0,Gonzaga,C,10.0,5.9,0.4,0.5,1.8,1.5,4.4,3.3,0.8,0.3,0.5,0.9
672,Malik Monk,2018.0,Kentucky,SG,19.8,2.5,2.3,0.9,0.5,2.0,6.7,1.0,1.4,0.3,0.1,0.8
673,Luke Kennard,2018.0,Duke,SG,19.5,5.1,2.5,0.8,0.4,1.6,7.6,2.4,1.7,0.6,0.2,0.9
674,Donovan Mitchell,2018.0,Louisville,SG,15.6,4.9,2.7,2.1,0.5,1.6,20.5,3.7,3.7,1.5,0.3,2.7
675,Justin Patton,2018.0,Creighton,C,12.9,6.2,1.2,0.9,1.4,1.7,2.0,0.0,0.0,1.0,0.0,0.0
676,John Collins,2018.0,Wake Forest,PF,19.2,9.8,0.5,0.6,1.6,1.8,10.5,7.3,1.3,0.6,1.1,1.4
677,Harry Giles,2019.0,Duke,PF,3.9,3.8,0.3,0.3,0.7,0.7,7.0,3.8,1.5,0.5,0.4,1.3
678,Jarrett Allen,2018.0,Texas,C,13.4,8.4,0.8,0.6,1.5,2.5,8.2,5.4,0.7,0.4,1.2,1.1
679,OG Anunoby,2018.0,Indiana,SF,11.1,5.4,1.4,1.3,1.3,1.6,5.9,2.5,0.7,0.7,0.2,0.6
680,Tyler Lydon,2018.0,Syracuse,PF,13.2,8.6,2.1,1.0,1.4,1.7,0.0,0.0,0.0,0.0,0.0,0.0
681,Caleb Swanigan,2018.0,Purdue,PF,18.5,12.5,3.1,0.4,0.8,3.4,2.3,2.0,0.5,0.2,0.1,0.7
682,Kyle Kuzma,2018.0,Utah,PF,16.4,9.3,2.4,0.6,0.5,2.1,16.1,6.3,1.8,0.6,0.4,1.8
683,Tony Bradley,2018.0,UNC,C,7.1,5.1,0.6,0.3,0.6,0.7,0.9,1.2,0.1,0.0,0.0,0.0
684,Derrick White,2018.0,Colorado,PG,18.1,4.1,4.4,1.2,1.4,2.4,3.2,1.5,0.5,0.2,0.2,0.4
685,Josh Hart,2018.0,Villanova,SG,18.7,6.4,2.9,1.6,0.3,2.0,7.9,4.2,1.3,0.7,0.3,0.7
686,Davon Reed,2018.0,Miami (FL),SG,14.9,4.8,2.4,1.3,0.5,2.0,3.0,1.9,0.6,0.5,0.1,0.5
687,Wesley Iwundu,2018.0,Kansas State,SF,13.0,6.3,3.5,1.0,0.3,2.3,3.7,2.2,0.9,0.5,0.2,0.5
688,Frank Mason,2018.0,Kansas,PG,20.9,4.2,5.2,1.3,0.1,2.4,7.9,2.5,2.8,0.7,0.2,1.3
689,Ivan Rabb,2018.0,California,PF,14.0,10.5,1.5,0.7,1.0,2.2,5.6,4.4,0.9,0.3,0.4,1.0
690,Semi Ojeleye,2018.0,SMU,PF,19.0,6.9,1.5,0.4,0.4,1.4,2.7,2.2,0.3,0.3,0.1,0.3
691,Jordan Bell,2018.0,Oregon,C,10.9,8.8,1.8,1.3,2.3,1.9,4.6,3.6,1.8,0.6,1.0,0.9
692,Jawun Evans,2018.0,Oklahoma State,PG,19.2,3.4,6.4,1.8,0.1,2.8,4.8,1.8,2.1,0.8,0.1,0.9
693,Dwayne Bacon,2018.0,Florida State,SG,17.2,4.2,1.7,1.0,0.1,2.0,3.3,2.3,0.7,0.3,0.0,0.4
694,Tyler Dorsey,2018.0,Oregon,SG,14.6,3.5,1.7,0.8,0.1,1.5,7.2,2.3,1.4,0.3,0.1,0.7
695,Thomas Bryant,2018.0,Indiana,C,12.6,6.6,1.5,0.8,1.5,2.3,1.5,1.1,0.4,0.1,0.1,0.1
696,Damyean Dotson,2018.0,Houston,SG,17.4,6.9,1.1,0.9,0.2,1.0,4.1,1.9,0.7,0.3,0.0,0.4
697,Dillon Brooks,2018.0,Oregon,SF,16.1,3.2,2.7,1.1,0.5,2.1,11.0,3.1,1.6,0.9,0.2,1.5
698,Ike Anigbogu,2018.0,UCLA,C,4.7,4.0,0.2,0.2,1.2,0.8,1.2,0.8,0.0,0.1,0.3,0.2
699,Sindarius Thornwell,2018.0,South Carolina,SG,21.4,7.1,2.8,2.1,1.0,2.5,3.9,1.9,0.9,0.7,0.3,0.7
700,Monte Morris,2018.0,Iowa State,PG,16.4,4.8,6.2,1.5,0.3,1.2,3.3,0.7,2.3,1.0,0.0,0.3
701,Edmond Sumner,2018.0,Xavier,PG,15.0,4.3,5.0,1.3,0.8,2.8,2.0,1.0,0.0,0.0,0.0,0.0
702,Kadeem Allen,2018.0,Arizona,PG,9.8,4.0,3.0,1.6,0.6,1.9,1.1,0.6,0.7,0.2,0.1,0.5
703,Alec Peters,2018.0,Valparaiso,PF,23.0,10.1,2.2,0.8,0.4,2.4,4.1,1.9,0.6,0.1,0.1,0.2
705,Jabari Bird,2018.0,California,SG,14.3,4.7,1.0,0.7,0.2,1.9,3.0,1.5,0.6,0.2,0.1,0.6
706,Jaron Blossomgame,2019.0,Clemson,SF,17.7,6.3,1.5,0.8,0.9,1.7,4.2,3.6,0.5,0.3,0.3,0.4
707,Deandre Ayton,2019.0,Arizona,C,20.1,11.6,1.6,0.6,1.9,2.0,16.3,10.3,1.8,0.9,0.9,1.8
708,Trae Young,2019.0,Oklahoma,PG,27.4,3.9,8.7,1.7,0.3,5.2,19.1,3.7,8.1,0.9,0.2,3.8
709,Mohamed Bamba,2019.0,Texas,C,12.9,10.5,0.5,0.8,3.7,1.5,6.2,5.0,0.8,0.3,1.4,0.9
710,Collin Sexton,2019.0,Alabama,PG,19.2,3.8,3.6,0.8,0.1,2.8,16.7,2.9,3.0,0.5,0.1,2.3
711,Kevin Knox,2019.0,Kentucky,PF,15.6,5.4,1.4,0.8,0.3,2.3,12.8,4.5,1.1,0.6,0.3,1.5
712,Mikal Bridges,2019.0,Villanova,SF,17.7,5.3,1.9,1.5,1.1,1.4,8.3,3.2,2.1,1.6,0.5,0.9
713,Shai Gilgeous-Alexander,2019.0,Kentucky,PG,14.4,4.1,5.1,1.6,0.5,2.7,10.8,2.8,3.3,1.2,0.5,1.7
714,Miles Bridges,2019.0,Michigan State,SF,17.1,7.0,2.7,0.6,0.8,2.0,7.5,4.0,1.2,0.7,0.6,0.6
715,Zhaire Smith,2019.0,Texas Tech,SG,11.3,5.0,1.8,1.1,1.1,1.1,6.7,2.2,1.7,0.3,0.3,1.0
716,Donte DiVincenzo,2019.0,Villanova,SG,13.4,4.8,3.5,1.1,0.2,2.0,4.9,2.4,1.1,0.5,0.2,0.7
717,Kevin Huerter,2019.0,Maryland,SG,14.8,5.0,3.4,0.6,0.7,2.5,9.7,3.3,2.9,0.9,0.3,1.5
718,Josh Okogie,2019.0,Georgia Tech,SG,18.2,6.3,2.5,1.8,1.0,2.5,7.7,2.9,1.2,1.2,0.4,0.9
719,Grayson Allen,2019.0,Duke,SG,15.5,3.3,4.6,1.7,0.1,2.1,5.6,0.6,0.7,0.2,0.2,0.9
720,Chandler Hutchison,2019.0,Boise State,SF,20.0,7.7,3.5,1.5,0.3,3.4,5.2,4.2,0.8,0.5,0.1,0.6
721,Aaron Holiday,2019.0,UCLA,PG,20.3,3.7,5.8,1.3,0.2,3.8,5.9,1.3,1.7,0.4,0.3,0.8
722,Moritz Wagner,2019.0,Michigan,C,14.6,7.1,0.8,1.0,0.5,1.4,4.8,2.0,0.6,0.3,0.3,0.9
723,Landry Shamet,2019.0,Wichita State,SG,14.9,3.2,5.2,0.7,0.2,2.1,9.1,1.7,1.5,0.5,0.1,0.6
724,Jacob Evans,2019.0,Cincinnati,SG,13.0,4.7,3.1,1.3,1.0,1.8,1.3,0.8,0.8,0.2,0.1,0.4
725,Omari Spellman,2019.0,Villanova,PF,10.9,8.0,0.8,0.7,1.5,1.0,5.9,4.2,1.0,0.6,0.5,0.7
726,Jevon Carter,2019.0,West Virginia,PG,17.3,4.6,6.6,3.0,0.4,2.6,4.4,1.7,1.8,0.7,0.3,0.8
727,Jalen Brunson,2019.0,Villanova,PG,18.9,3.1,4.6,0.9,0.0,1.8,9.3,2.3,3.2,0.5,0.1,1.2
728,Melvin Frazier,2019.0,Tulane,SG,15.9,5.6,2.9,2.2,0.7,2.6,1.5,0.5,0.1,0.1,0.0,0.1
729,Khyri Thomas,2019.0,Creighton,SG,15.1,4.4,2.8,1.7,0.2,1.8,2.3,0.8,0.3,0.3,0.2,0.2
730,Jarred Vanderbilt,2019.0,Kentucky,PF,5.9,7.9,1.0,0.4,0.8,1.1,1.4,1.4,0.2,0.4,0.1,0.5
731,Hamidou Diallo,2019.0,Kentucky,SG,10.0,3.6,1.2,0.8,0.4,1.4,3.7,1.9,0.3,0.4,0.2,0.5
732,Sviatoslav Mykhailiuk,2019.0,Kansas,SF,14.6,3.9,2.7,1.2,0.3,1.7,3.2,0.9,0.9,0.3,0.0,0.5
733,Keita Bates-Diop,2019.0,Ohio State,SF,19.8,8.7,1.6,0.9,1.6,1.8,5.0,2.8,0.6,0.6,0.5,0.5
734,Chimezie Metu,2019.0,USC,PF,15.7,7.4,1.6,0.8,1.7,2.0,1.8,1.2,0.4,0.2,0.1,0.5
735,Alize Johnson,2019.0,Missouri State,PF,15.0,11.6,2.8,0.5,0.4,2.2,0.9,1.4,0.1,0.1,0.2,0.0
739,Thomas Welsh,2019.0,UCLA,C,12.6,10.8,1.4,0.7,0.9,1.0,1.6,0.4,0.5,0.0,0.0,0.1
740,George King,2019.0,Colorado,SF,12.9,7.8,1.1,0.5,0.7,2.0,0.0,1.0,0.0,0.0,0.0,0.0
741,Kostas Antetokounmpo,2019.0,Dayton,PF,5.2,2.9,0.4,0.2,1.1,1.3,1.0,0.5,0.0,1.0,0.0,0.5
