,Name,Year,School,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,TRB,AST,STL,BLK,TOV,PF,NBATM,NBAPTS,NBATRB,NBAAST,NBASTL,NBABLK,NBATOV,Draft Position,Position Type
764,Carsen Edwards,2020.0,Purdue,36,35.4,7.7,19.5,0.39399999999999996,3.9,9.0,0.44,3.8,10.6,0.355,5.1,6.1,0.8370000000000001,24.3,3.6,2.9,1.3,0.3,3.1,2.0,,,,,,,,33,PG
765,Grant Williams,2020.0,Tennessee,37,31.9,6.3,11.2,0.564,5.9,10.0,0.593,0.4,1.2,0.326,5.8,7.0,0.8190000000000001,18.8,7.5,3.2,1.1,1.5,2.2,3.0,,,,,,,,34,PF
766,Terance Mann,2020.0,Florida State,37,31.7,4.0,7.9,0.505,3.2,5.8,0.547,0.8,2.1,0.39,2.6,3.4,0.79,11.4,6.5,2.5,0.7,0.3,1.8,2.2,,,,,,,,37,SG
767,Chuma Okeke,2020.0,Auburn,38,29.1,4.4,8.9,0.496,3.0,5.2,0.574,1.4,3.7,0.387,1.7,2.4,0.722,12.0,6.8,1.9,1.8,1.2,1.7,1.9,,,,,,,,38,SF
768,Tyler Cook,2020.0,Iowa,33,30.8,5.3,10.3,0.51,5.3,10.2,0.519,0.0,0.2,0.0,3.9,6.1,0.644,14.5,7.6,2.4,0.7,0.5,2.8,2.3,,,,,,,,39,PF
769,Isaiah Roby,2020.0,Nebraska,35,31.2,4.2,9.3,0.45399999999999996,3.4,6.9,0.496,0.8,2.4,0.33299999999999996,2.6,3.8,0.677,11.8,6.9,1.9,1.3,1.9,2.0,3.2,,,,,,,,40,SF
770,Tacko Fall,2020.0,UCF,33,24.9,4.7,6.2,0.748,4.7,6.2,0.748,0.0,0.0,,1.8,4.9,0.36200000000000004,11.1,7.6,0.5,0.2,2.6,1.8,2.8,,,,,,,,41,C
771,Jalen McDaniels,2020.0,San Diego State,34,31.0,6.2,13.4,0.466,5.5,11.2,0.495,0.7,2.2,0.32,2.7,3.7,0.732,15.9,8.3,2.1,1.1,0.5,2.4,2.9,,,,,,,,42,SF
772,Louis King,2020.0,Oregon,31,30.4,4.8,11.0,0.435,2.9,6.0,0.47600000000000003,1.9,4.9,0.386,2.0,2.5,0.785,13.5,5.5,1.3,0.9,0.2,2.1,2.5,,,,,,,,43,SF
773,Jordan Bone,2020.0,Tennessee,37,32.9,5.0,10.8,0.465,3.7,7.0,0.525,1.4,3.8,0.355,2.1,2.5,0.835,13.5,3.2,5.8,0.7,0.1,2.0,1.3,,,,,,,,44,PG
774,Luguentz Dort,2020.0,Arizona State,34,31.5,5.1,12.6,0.405,3.5,7.5,0.47200000000000003,1.6,5.2,0.307,4.3,6.1,0.7,16.1,4.3,2.3,1.5,0.2,2.9,3.0,,,,,,,,47,SG
775,Kris Wilkes,2020.0,UCLA,33,31.7,6.2,14.3,0.433,4.1,8.1,0.508,2.1,6.2,0.337,2.9,4.3,0.6709999999999999,17.4,4.8,1.7,0.6,0.4,1.9,2.2,,,,,,,,48,SF
776,Jaylen Nowell,2020.0,Washington,36,34.4,6.1,12.1,0.502,4.6,8.8,0.525,1.4,3.2,0.44,2.6,3.4,0.779,16.2,5.3,3.1,1.3,0.3,2.9,2.3,,,,,,,,50,PG
777,Sagaba Konate,2020.0,West Virginia,8,24.1,4.6,10.6,0.435,3.5,7.8,0.452,1.1,2.9,0.391,3.3,4.0,0.813,13.6,8.0,1.4,0.8,2.8,2.1,3.3,,,,,,,,53,PF
778,Jaylen Hands,2020.0,UCLA,33,31.2,4.8,11.6,0.413,2.8,6.2,0.447,2.0,5.4,0.373,2.6,3.3,0.78,14.2,3.7,6.1,1.3,0.2,3.2,1.2,,,,,,,,54,PG
779,Jaylen Hoard,2020.0,Wake Forest,31,30.2,4.9,10.7,0.45799999999999996,4.5,9.0,0.502,0.4,1.7,0.226,2.9,4.1,0.7170000000000001,13.1,7.6,1.5,0.6,0.6,2.5,2.2,,,,,,,,56,SF
780,Miye Oni,2020.0,Yale,29,31.0,5.8,13.1,0.441,3.8,7.9,0.48700000000000004,1.9,5.2,0.371,3.7,4.7,0.7929999999999999,17.1,6.3,3.6,0.9,1.3,2.6,2.7,,,,,,,,57,SG
781,Admiral Schofield,2020.0,Tennessee,37,31.8,6.4,13.6,0.474,4.4,8.8,0.505,2.0,4.8,0.418,1.6,2.3,0.698,16.5,6.1,2.0,0.9,0.5,1.9,2.5,,,,,,,,58,SF
782,Ignas Brazdeikis,2020.0,Michigan,37,29.6,5.1,11.0,0.462,3.6,7.1,0.5,1.5,3.9,0.392,3.1,4.1,0.773,14.8,5.4,0.8,0.7,0.5,1.2,2.1,,,,,,,,59,SF
783,Ja Morant,2020.0,Murray State,33,36.6,8.0,16.1,0.499,6.3,11.3,0.556,1.7,4.8,0.363,6.7,8.2,0.813,24.5,5.7,10.0,1.8,0.8,5.2,1.5,,,,,,,,2,PG
784,Cam Reddish,2020.0,Duke,36,29.7,4.3,12.0,0.35600000000000004,1.8,4.6,0.39399999999999996,2.5,7.4,0.33299999999999996,2.4,3.2,0.772,13.5,3.7,1.9,1.6,0.6,2.7,2.4,,,,,,,,8,SG
785,Nickeil Alexander-Walker,2020.0,Virginia Tech,34,34.3,5.6,11.8,0.474,3.9,7.2,0.537,1.7,4.6,0.374,3.3,4.2,0.778,16.2,4.1,4.0,1.9,0.5,2.9,2.3,,,,,,,,16,SG
786,Kevin PorterJr,2020.0,USC,21,22.1,3.5,7.5,0.47100000000000003,2.2,4.2,0.517,1.3,3.2,0.41200000000000003,1.1,2.2,0.522,9.5,4.0,1.4,0.8,0.5,1.9,2.1,,,,,,,,26,SG
787,Brandon Clarke,2020.0,Gonzaga,37,28.1,6.9,10.1,0.687,6.8,9.7,0.705,0.1,0.4,0.267,2.9,4.2,0.6940000000000001,16.9,8.6,1.9,1.2,3.2,1.5,2.1,,,,,,,,20,PF
788,Jaxson Hayes,2020.0,Texas,32,23.3,3.8,5.3,0.728,3.8,5.3,0.728,0.0,0.0,,2.3,3.1,0.74,10.0,5.0,0.3,0.6,2.2,0.9,3.3,,,,,,,,12,PF
