,Name,Year,School,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,TRB,AST,STL,BLK,TOV,PF,NBATM,NBAPTS,NBATRB,NBAAST,NBASTL,NBABLK,NBATOV,Pick,Position
710,Trae Young,2019,Oklahoma,32,35.4,8.2,19.3,0.422,4.5,9.1,0.493,3.7,10.3,0.36,7.4,8.6,0.861,27.4,3.9,8.7,1.7,0.3,5.2,1.8,ATL,19.1,3.7,8.1,0.9,0.2,3.8,5,PG
711,Mohamed Bamba,2019,Texas,30,30.2,4.9,9,0.541,4.4,7.3,0.603,0.5,1.7,0.275,2.7,4,0.681,12.9,10.5,0.5,0.8,3.7,1.5,2.5,ORL,6.2,5,0.8,0.3,1.4,0.9,6,C
712,Collin Sexton,2019,Alabama,33,29.9,5.9,13.3,0.447,4.6,9.3,0.495,1.3,4,0.336,5.9,7.6,0.778,19.2,3.8,3.6,0.8,0.1,2.8,2.5,CLE,16.7,2.9,3,0.5,0.1,2.3,8,PG
713,Kevin Knox,2019,Kentucky,37,32.4,5.3,11.9,0.445,3.8,7.4,0.509,1.5,4.5,0.341,3.4,4.4,0.774,15.6,5.4,1.4,0.8,0.3,2.3,2.2,NYK,12.8,4.5,1.1,0.6,0.3,1.5,9,PF
714,Mikal Bridges,2019,Villanova,40,32.1,6.1,11.9,0.514,3.5,5.9,0.593,2.6,6,0.435,2.9,3.4,0.851,17.7,5.3,1.9,1.5,1.1,1.4,2.2,PHO,8.3,3.2,2.1,1.6,0.5,0.9,10,SF
715,Shai Gilgeous-Alexander,2019,Kentucky,37,33.7,4.9,10.2,0.485,4.3,8.6,0.5,0.6,1.5,0.404,3.9,4.7,0.817,14.4,4.1,5.1,1.6,0.5,2.7,1.7,LAC,10.8,2.8,3.3,1.2,0.5,1.7,11,PG
716,Miles Bridges,2019,Michigan State,34,31.4,6.1,13.4,0.457,4.1,7.7,0.527,2.1,5.7,0.364,2.7,3.2,0.853,17.1,7,2.7,0.6,0.8,2,1.6,CHO,7.5,4,1.2,0.7,0.6,0.6,12,SF
717,Zhaire Smith,2019,Texas Tech,37,28.4,4.2,7.5,0.556,3.7,6.4,0.574,0.5,1.1,0.45,2.5,3.4,0.717,11.3,5,1.8,1.1,1.1,1.1,1.8,PHI,6.7,2.2,1.7,0.3,0.3,1,16,SG
718,Donte DiVincenzo,2019,Villanova,40,29.3,4.7,9.8,0.481,2.6,4.5,0.575,2.1,5.3,0.401,1.9,2.7,0.71,13.4,4.8,3.5,1.1,0.2,2,2.1,MIL,4.9,2.4,1.1,0.5,0.2,0.7,17,SG
719,Kevin Huerter,2019,Maryland,32,34.4,5.1,10.1,0.503,2.8,4.6,0.605,2.3,5.5,0.417,2.3,3.1,0.758,14.8,5,3.4,0.6,0.7,2.5,2.4,ATL,9.7,3.3,2.9,0.9,0.3,1.5,19,SG
720,Josh Okogie,2019,Georgia Tech,24,36.4,5.5,13.3,0.416,4,9.2,0.432,1.6,4.2,0.38,5.5,6.8,0.821,18.2,6.3,2.5,1.8,1,2.5,2.9,MIN,7.7,2.9,1.2,1.2,0.4,0.9,20,SG
721,Grayson Allen,2019,Duke,37,35.6,4.9,11.7,0.418,2.1,4.2,0.503,2.8,7.5,0.37,2.9,3.4,0.85,15.5,3.3,4.6,1.7,0.1,2.1,2.1,UTA,5.6,0.6,0.7,0.2,0.2,0.9,21,SG
722,Chandler Hutchison,2019,Boise State,31,31,6.6,13.9,0.475,5.1,9.8,0.523,1.5,4.1,0.359,5.3,7.2,0.728,20,7.7,3.5,1.5,0.3,3.4,2.4,CHI,5.2,4.2,0.8,0.5,0.1,0.6,22,SF
723,Aaron Holiday,2019,UCLA,33,37.7,6.4,13.9,0.461,3.8,7.7,0.486,2.7,6.2,0.429,4.8,5.8,0.828,20.3,3.7,5.8,1.3,0.2,3.8,2.6,IND,5.9,1.3,1.7,0.4,0.3,0.8,23,PG
724,Moritz Wagner,2019,Michigan,39,27.6,5.5,10.5,0.528,3.9,6.4,0.614,1.6,4.1,0.394,1.9,2.8,0.694,14.6,7.1,0.8,1,0.5,1.4,3.1,LAL,4.8,2,0.6,0.3,0.3,0.9,25,C
725,Landry Shamet,2019,Wichita State,32,31.7,4.8,9.8,0.489,2.2,3.9,0.56,2.6,5.9,0.442,2.7,3.2,0.825,14.9,3.2,5.2,0.7,0.2,2.1,1.9,TOT,9.1,1.7,1.5,0.5,0.1,0.6,26,SG
726,Jacob Evans,2019,Cincinnati,36,30.8,4.5,10.5,0.427,2.8,6,0.47,1.7,4.5,0.37,2.4,3.2,0.754,13,4.7,3.1,1.3,1,1.8,2,GSW,1.3,0.8,0.8,0.2,0.1,0.4,28,SG
727,Omari Spellman,2019,Villanova,40,28.1,4,8.4,0.476,2.4,4.7,0.511,1.6,3.8,0.433,1.2,1.8,0.7,10.9,8,0.8,0.7,1.5,1,2.3,ATL,5.9,4.2,1,0.6,0.5,0.7,30,PF
728,Jevon Carter,2019,West Virginia,37,35.5,5.8,13.8,0.422,3.7,8.5,0.441,2.1,5.3,0.393,3.6,4.2,0.858,17.3,4.6,6.6,3,0.4,2.6,3,MEM,4.4,1.7,1.8,0.7,0.3,0.8,32,PG
729,Jalen Brunson,2019,Villanova,40,31.8,6.8,13,0.521,4.6,7.7,0.599,2.2,5.3,0.408,3.3,4.1,0.802,18.9,3.1,4.6,0.9,0,1.8,2,DAL,9.3,2.3,3.2,0.5,0.1,1.2,33,PG
730,Melvin Frazier,2019,Tulane,30,34.4,6,10.7,0.556,4.8,7.7,0.623,1.2,3,0.385,2.8,3.9,0.712,15.9,5.6,2.9,2.2,0.7,2.6,2,ORL,1.5,0.5,0.1,0.1,0,0.1,35,SG
731,Khyri Thomas,2019,Creighton,33,31.7,5.6,10.4,0.538,3.7,5.8,0.639,1.9,4.6,0.411,2,2.6,0.788,15.1,4.4,2.8,1.7,0.2,1.8,1.9,DET,2.3,0.8,0.3,0.3,0.2,0.2,38,SG
732,Jarred Vanderbilt,2019,Kentucky,14,17,2.1,4.9,0.426,2.1,4.8,0.433,0,0.1,0,1.7,2.7,0.632,5.9,7.9,1,0.4,0.8,1.1,2.6,DEN,1.4,1.4,0.2,0.4,0.1,0.5,41,PF
733,Hamidou Diallo,2019,Kentucky,37,24.8,3.6,8.5,0.428,2.9,6.4,0.458,0.7,2.1,0.338,2.1,3.4,0.616,10,3.6,1.2,0.8,0.4,1.4,2.6,OKC,3.7,1.9,0.3,0.4,0.2,0.5,45,SG
734,Sviatoslav Mykhailiuk,2019,Kansas,39,34.5,5.3,12.1,0.434,2.3,5.5,0.423,2.9,6.6,0.444,1.2,1.4,0.804,14.6,3.9,2.7,1.2,0.3,1.7,2.5,TOT,3.2,0.9,0.9,0.3,0,0.5,47,SF
735,Keita Bates-Diop,2019,Ohio State,34,33.1,7.3,15.1,0.48,5.3,9.7,0.547,1.9,5.4,0.359,3.3,4.1,0.794,19.8,8.7,1.6,0.9,1.6,1.8,1.7,MIN,5,2.8,0.6,0.6,0.5,0.5,48,SF
736,Chimezie Metu,2019,USC,34,31,6,11.5,0.523,5.7,10.4,0.548,0.4,1.2,0.3,3.3,4.5,0.73,15.7,7.4,1.6,0.8,1.7,2,2.6,SAS,1.8,1.2,0.4,0.2,0.1,0.5,49,PF
737,Alize Johnson,2019,Missouri State,33,31.2,5.2,12.1,0.43,4,7.7,0.516,1.2,4.4,0.281,3.3,4.4,0.759,15,11.6,2.8,0.5,0.4,2.2,2.1,IND,0.9,1.4,0.1,0.1,0.2,0,50,PF
741,Thomas Welsh,2019,UCLA,33,33.2,4.9,10.1,0.485,3.5,6.7,0.527,1.4,3.4,0.402,1.5,1.8,0.828,12.6,10.8,1.4,0.7,0.9,1,2.4,DEN,1.6,0.4,0.5,0,0,0.1,58,C
742,George King,2019,Colorado,32,28.5,4.4,10,0.445,2.5,5.1,0.494,1.9,4.9,0.395,2.1,2.7,0.782,12.9,7.8,1.1,0.5,0.7,2,2.4,PHO,0,1,0,0,0,0,59,SF
743,Kostas Antetokounmpo,2019,Dayton,29,15.1,2,3.5,0.574,1.9,3,0.651,0.1,0.5,0.133,1.1,2.2,0.516,5.2,2.9,0.4,0.2,1.1,1.3,2.3,DAL,1,0.5,0,1,0,0.5,60,PF
744,Zion Williamson,2020,Duke,33,30,9,13.2,0.68,8.2,11,0.747,0.7,2.2,0.338,3.9,6.2,0.64,22.6,8.9,2.1,2.1,1.8,2.4,2.1,NOP,,,,,,,1,PF
783,Ja Morant,2020,Murray State,33,36.6,8,16.1,0.499,6.3,11.3,0.556,1.7,4.8,0.363,6.7,8.2,0.813,24.5,5.7,10,1.8,0.8,5.2,1.5,MEM,,,,,,,2,PG
745,RJ Barrett,2020,Duke,38,35.3,8.4,18.5,0.454,6.5,12.2,0.529,1.9,6.2,0.308,3.9,5.9,0.665,22.6,7.6,4.3,0.9,0.4,3.2,1.8,NYK,,,,,,,3,SG
746,DeAndre Hunter,2020,Virginia,38,32.5,5.4,10.4,0.52,4.2,7.6,0.55,1.2,2.8,0.438,3.2,4.1,0.783,15.2,5.1,2,0.6,0.6,1.4,2,LAL,,,,,,,4,SF
747,Darius Garland,2020,Vanderbilt,5,27.8,5.8,10.8,0.537,3.6,6.2,0.581,2.2,4.6,0.478,2.4,3.2,0.75,16.2,3.8,2.6,0.8,0.4,3,1.4,CLE,,,,,,,5,PG
749,Jarrett Culver,2020,Texas Tech,38,32.5,6.7,14.5,0.461,5.4,10.3,0.526,1.3,4.2,0.304,3.9,5.5,0.707,18.5,6.4,3.7,1.5,0.6,2.7,1.9,PHO,,,,,,,6,SG
748,Coby White,2020,UNC,35,28.5,5.4,12.7,0.423,3,6.1,0.5,2.3,6.6,0.353,3,3.7,0.8,16.1,3.5,4.1,1.1,0.3,2.7,1.9,CHI,,,,,,,7,PG
788,Jaxson Hayes,2020,Texas,32,23.3,3.8,5.3,0.728,3.8,5.3,0.728,0,0,0,2.3,3.1,0.74,10,5,0.3,0.6,2.2,0.9,3.3,ATK,,,,,,,8,PF
753,Rui Hachimura,2020,Gonzaga,37,30.2,7.4,12.6,0.591,7,11.6,0.606,0.4,1,0.417,4.4,6,0.739,19.7,6.5,1.5,0.9,0.7,1.8,2,WAS,,,,,,,9,SF
784,Cam Reddish,2020,Duke,36,29.7,4.3,12,0.356,1.8,4.6,0.394,2.5,7.4,0.333,2.4,3.2,0.772,13.5,3.7,1.9,1.6,0.6,2.7,2.4,ATL,,,,,,,10,SG
755,PJ Washington,2020,Kentucky,35,29.3,5.4,10.4,0.522,4.5,8.2,0.549,0.9,2.2,0.423,3.4,5.1,0.663,15.2,7.5,1.8,0.8,1.2,2,2.5,CHO,,,,,,,12,PF
757,Tyler Herro,2020,Kentucky,37,32.6,5,10.9,0.462,3.4,6.3,0.538,1.6,4.6,0.355,2.4,2.5,0.935,14,4.5,2.5,1.1,0.3,1.6,1.3,MIA,,,,,,,13,SG
759,Romeo Langford,2020,Indiana,32,34.1,5.5,12.3,0.448,4.5,8.4,0.53,1.1,3.9,0.272,4.4,6.1,0.722,16.5,5.4,2.3,0.8,0.8,2.1,1.9,BOS,,,,,,,14,SG
767,Chuma Okeke,2020,Auburn,38,29.1,4.4,8.9,0.496,3,5.2,0.574,1.4,3.7,0.387,1.7,2.4,0.722,12,6.8,1.9,1.8,1.2,1.7,1.9,ORL,,,,,,,16,SF
785,Nickeil Alexander-Walker,2020,Virginia Tech,34,34.3,5.6,11.8,0.474,3.9,7.2,0.537,1.7,4.6,0.374,3.3,4.2,0.778,16.2,4.1,4,1.9,0.5,2.9,2.3,BRK,,,,,,,17,SG
761,Matisse Thybulle,2020,Washington,36,31.1,3.1,7.5,0.415,1.8,3.3,0.555,1.3,4.2,0.305,1.6,1.9,0.851,9.1,3.1,2.1,3.5,2.3,1.8,2.8,IND,,,,,,,20,SG
787,Brandon Clarke,2020,Gonzaga,37,28.1,6.9,10.1,0.687,6.8,9.7,0.705,0.1,0.4,0.267,2.9,4.2,0.694,16.9,8.6,1.9,1.2,3.2,1.5,2.1,OKC,,,,,,,21,PF
765,Grant Williams,2020,Tennessee,37,31.9,6.3,11.2,0.564,5.9,10,0.593,0.4,1.2,0.326,5.8,7,0.819,18.8,7.5,3.2,1.1,1.5,2.2,3,BOS,,,,,,,22,PF
763,Ty Jerome,2020,Virginia,37,33.9,4.8,11.1,0.435,2.7,5.7,0.469,2.1,5.4,0.399,1.8,2.5,0.736,13.6,4.2,5.5,1.5,0,1.6,1.7,PHI,,,,,,,24,PG
752,Nassir Little,2020,UNC,36,18.2,3.6,7.6,0.478,3.3,6.2,0.527,0.4,1.4,0.269,2.1,2.8,0.77,9.8,4.6,0.7,0.5,0.5,1.3,1.6,POR,,,,,,,25,SF
760,Dylan Windler,2020,Belmont,33,33.2,7.4,13.6,0.54,4.3,6.6,0.659,3,7.1,0.429,3.5,4.2,0.847,21.3,10.8,2.5,1.4,0.6,2.1,2.1,CLE,,,,,,,26,SG
751,Mfiondu Kabengele,2020,Florida State,37,21.6,4.4,8.8,0.502,3.8,7.1,0.534,0.6,1.8,0.369,3.7,4.9,0.761,13.2,5.9,0.3,0.6,1.5,1.3,2.6,BRK,,,,,,,27,PF
758,Keldon Johnson,2020,Kentucky,37,30.7,4.6,10.1,0.461,3.4,6.9,0.498,1.2,3.2,0.381,2.9,4.2,0.703,13.5,5.9,1.6,0.8,0.2,1.6,2.2,SAS,,,,,,,29,SG
786,Kevin PorterJr,2020,USC,21,22.1,3.5,7.5,0.471,2.2,4.2,0.517,1.3,3.2,0.412,1.1,2.2,0.522,9.5,4,1.4,0.8,0.5,1.9,2.1,MIL,,,,,,,30,SG
756,Nicolas Claxton,2020,Georgia,32,31.6,4.3,9.3,0.46,3.7,7.3,0.509,0.6,2,0.281,3.8,6,0.641,13,8.6,1.8,1.1,2.5,2.1,2.8,BRK,,,,,,,31,PF
764,Carsen Edwards,2020,Purdue,36,35.4,7.7,19.5,0.394,3.9,9,0.44,3.8,10.6,0.355,5.1,6.1,0.837,24.3,3.6,2.9,1.3,0.3,3.1,2,PHI,,,,,,,33,PG
750,Bruno Fernando,2020,Maryland,34,30,5.1,8.4,0.607,5,8.1,0.618,0.1,0.3,0.3,3.3,4.3,0.779,13.6,10.6,2,0.6,1.9,2.8,2.7,PHI,,,,,,,34,C
781,Admiral Schofield,2020,Tennessee,37,31.8,6.4,13.6,0.474,4.4,8.8,0.505,2,4.8,0.418,1.6,2.3,0.698,16.5,6.1,2,0.9,0.5,1.9,2.5,PHI,,,,,,,42,SF
776,Jaylen Nowell,2020,Washington,36,34.4,6.1,12.1,0.502,4.6,8.8,0.525,1.4,3.2,0.44,2.6,3.4,0.779,16.2,5.3,3.1,1.3,0.3,2.9,2.3,MIN,,,,,,,43,PG
754,Bol Bol,2020,Oregon,9,29.8,8.2,14.7,0.561,6.8,11.9,0.57,1.4,2.8,0.52,3.1,4.1,0.757,21,9.6,1,0.8,2.7,2,1.7,MIA,,,,,,,44,C
769,Isaiah Roby,2020,Nebraska,35,31.2,4.2,9.3,0.454,3.4,6.9,0.496,0.8,2.4,0.333,2.6,3.8,0.677,11.8,6.9,1.9,1.3,1.9,2,3.2,DET,,,,,,,45,SF
782,Ignas Brazdeikis,2020,Michigan,37,29.6,5.1,11,0.462,3.6,7.1,0.5,1.5,3.9,0.392,3.1,4.1,0.773,14.8,5.4,0.8,0.7,0.5,1.2,2.1,SAC,,,,,,,47,SF
766,Terance Mann,2020,Florida State,37,31.7,4,7.9,0.505,3.2,5.8,0.547,0.8,2.1,0.39,2.6,3.4,0.79,11.4,6.5,2.5,0.7,0.3,1.8,2.2,LAC,,,,,,,48,SG
771,Jalen McDaniels,2020,San Diego State,34,31,6.2,13.4,0.466,5.5,11.2,0.495,0.7,2.2,0.32,2.7,3.7,0.732,15.9,8.3,2.1,1.1,0.5,2.4,2.9,CHO,,,,,,,52,SF
778,Jaylen Hands,2020,UCLA,33,31.2,4.8,11.6,0.413,2.8,6.2,0.447,2,5.4,0.373,2.6,3.3,0.78,14.2,3.7,6.1,1.3,0.2,3.2,1.2,LAC,,,,,,,56,PG
773,Jordan Bone,2020,Tennessee,37,32.9,5,10.8,0.465,3.7,7,0.525,1.4,3.8,0.355,2.1,2.5,0.835,13.5,3.2,5.8,0.7,0.1,2,1.3,NOP,,,,,,,57,PG
780,Miye Oni,2020,Yale,29,31,5.8,13.1,0.441,3.8,7.9,0.487,1.9,5.2,0.371,3.7,4.7,0.793,17.1,6.3,3.6,0.9,1.3,2.6,2.7,GSW,,,,,,,58,SG
762,Naz Reid,2020,LSU,34,27.2,5,10.7,0.468,4.2,8.3,0.509,0.8,2.5,0.333,2.7,3.8,0.727,13.6,7.2,0.9,0.7,0.7,2.5,3.2,MIL,,,,,,,61,C
768,Tyler Cook,2020,Iowa,33,30.8,5.3,10.3,0.51,5.3,10.2,0.519,0,0.2,0,3.9,6.1,0.644,14.5,7.6,2.4,0.7,0.5,2.8,2.3,CHI,,,,,,,62,PF
770,Tacko Fall,2020,UCF,33,24.9,4.7,6.2,0.748,4.7,6.2,0.748,0,0,0,1.8,4.9,0.362,11.1,7.6,0.5,0.2,2.6,1.8,2.8,SAC,,,,,,,63,C
772,Louis King,2020,Oregon,31,30.4,4.8,11,0.435,2.9,6,0.476,1.9,4.9,0.386,2,2.5,0.785,13.5,5.5,1.3,0.9,0.2,2.1,2.5,ATL,,,,,,,64,SF
774,Luguentz Dort,2020,Arizona State,34,31.5,5.1,12.6,0.405,3.5,7.5,0.472,1.6,5.2,0.307,4.3,6.1,0.7,16.1,4.3,2.3,1.5,0.2,2.9,3,MIN,,,,,,,65,SG
775,Kris Wilkes,2020,UCLA,33,31.7,6.2,14.3,0.433,4.1,8.1,0.508,2.1,6.2,0.337,2.9,4.3,0.671,17.4,4.8,1.7,0.6,0.4,1.9,2.2,PHI,,,,,,,66,SF
777,Sagaba Konate,2020,West Virginia,8,24.1,4.6,10.6,0.435,3.5,7.8,0.452,1.1,2.9,0.391,3.3,4,0.813,13.6,8,1.4,0.8,2.8,2.1,3.3,LAC,,,,,,,67,PF
779,Jaylen Hoard,2020,Wake Forest,31,30.2,4.9,10.7,0.458,4.5,9,0.502,0.4,1.7,0.226,2.9,4.1,0.717,13.1,7.6,1.5,0.6,0.6,2.5,2.2,UTA,,,,,,,68,SF
